particleID	iid1	iid2	iid3	iid4	iid5	iid6	iid7	iid8	iid9	iid10	iid11	iid12	iid13	iid14	iid15	iid16	iid17	iid18	iid19	iid20	iid21	iid22	iid23	iid24	iid25	iid26	iid27	iid28	iid29	iid30	iid31	iid32	iid33	iid34	iid35	iid36	iid37	iid38	iid39	iid40	iid41	iid42	iid43	iid44	iid45	iid46	iid47	iid48	iid49	iid50	iid51	iid52	iid53	iid54	iid55	iid56	iid57	iid58	iid59	iid60	iid61	iid62	iid63	iid64	iid65	iid66	iid67	iid68	iid69	iid70	iid71	iid72	iid73	iid74	iid75	iid76	iid77	iid78	iid79	iid80	iid81	iid82	iid83	iid84	iid85	iid86	iid87	iid88	iid89	iid90	iid91	iid92	iid93	iid94	iid95	iid96	iid97	iid98	iid99	iid100
1004375288	134404	135768	136563	136939	136242	134150	135565	135688	136191	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	135965	135571	136568	134409	134380	134175	136240	135727	136600	136757	134357	134919	136708	134252	135489	134323	135851	136005	136595	136152	136546	134803	135176	135244	136208	134510	135693	135390	135844	134206	135648	135756	134311	134973	135484	136613	136225	134416	136491	135736	136549	134262	135481	135413	135990	136937	136116	134568	136401	136656	136791	135471	135583	135681	134893	135256	135411	135760	136205	137088	134176	135144	134288	134587	136171	134615	136637	136444	136577	135928	135808	136183	134859	134431	136779	135759	135863	135743	135450	135028
1005275292	136240	135028	136242	134962	134606	134390	134123	134231	134332	134404	134597	134626	134734	134831	134973	134963	135173	135226	135357	135405	135467	135733	135930	135868	135876	135949	136081	136252	136353	136414	136556	136563	136712	136939	136090	135768	136302	134863	135116	136436	134321	134179	135393	134580	135011	135387	136350	136866	134183	135729	134702	136498	135057	134631	135828	136579	136671	136639	136719	134616	134291	136412	134582	136183	135986	136576	136819	134338	135739	136692	136033	135807	136533	135778	136109	136883	136001	135918	135604	136346	134276	135430	134458	134596	136316	136669	136137	135321	136707	136627	134617	136802	136439	136391	136783	134358	136007	136771	135773	135409
1005375241	134323	135018	135566	136083	136346	136335	136568	135986	136775	136444	136313	136116	135315	135770	136169	136530	136803	134126	134731	135644	134271	134616	136662	135778	135087	136068	136624	136931	134314	134620	136883	135216	136233	134866	135933	134615	136637	134231	134532	135641	135794	136362	136439	135280	135376	135927	136840	136219	135371	135768	135600	136985	136822	135086	135942	136127	135913	134262	136786	135736	136316	136623	134987	135817	136045	134390	135708	135751	135802	135888	136030	136102	136213	136389	136243	136322	134319	135303	135564	136515	136551	136308	136207	137029	135150	134942	135727	134557	136937	135668	136354	134166	135489	134268	134801	135330	135847	134348	136632	135636
1005945245	135003	135961	134766	135832	135686	134217	134915	135618	135867	135921	136362	136579	136633	136695	136821	136907	136889	136892	136171	135819	135876	136448	136096	134322	134416	135808	136423	135429	136679	134787	135916	136823	136356	135091	136593	136293	135995	136491	134615	136637	136642	135473	135840	136645	136577	134790	134507	136669	135688	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	136674	135231	136456	136611	134748	134384	134929	135343	135893	135428	135315	136169	136803	136183	135088	136527	134522	136918	134505	136327	135481	134182	135654	134616	135628	135566	136834	136061	134623	134799	136439	135413	134510	135693	134540	135661	134288	134587	134830	135918
1007045242	135876	136171	136577	134974	135661	135329	134322	136288	136679	135028	134180	135872	134830	136568	135144	135688	135808	136356	136063	136527	135819	134616	134502	135413	136260	136293	135473	136546	136379	135489	134384	134929	135343	134380	134573	135628	136674	134288	134587	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	134814	136136	136159	134535	136448	136371	136819	134997	135109	135698	134522	134510	135693	136676	136141	136128	134311	134973	135484	136613	134816	136285	134707	134905	135230	136375	136561	136491	136173	136466	136642	136639	136549	136327	136322	135452	134633	134927	134404	136113	134416	134303	135936	134799	135429	136662	135995	134458	134725	134505
1007325247	136643	136059	136169	134595	134572	135468	136322	136333	134714	136532	135463	136170	136657	134633	134294	134876	134707	134905	135230	136375	136561	135473	136421	135941	136730	134974	135618	135959	134128	134725	134833	135137	135821	136232	136291	135268	136008	136917	134398	134831	134312	134359	134426	134468	134563	134673	134715	134769	134772	134821	134972	135042	135101	135136	135139	135168	135245	135297	135306	135374	135406	135453	135626	135924	135952	136016	136106	136168	136189	136404	136512	136592	136598	136766	136794	136821	136987	136193	136236	137029	134566	134509	134723	135217	135689	134127	135089	135972	136294	136007	134275	135004	136612	135428	135748	136981	134967	136602	136010	134149
1008175251	135716	134131	135146	135009	135268	135742	135867	136327	135688	135709	134431	134502	135736	136549	136171	134510	135693	136152	135840	135489	135714	134615	136637	135871	134322	134568	134288	134587	135851	136005	136595	134623	134803	136444	136333	136356	134392	135574	135905	136634	135808	135556	135481	136711	134507	136242	136600	136757	134930	135750	136489	136546	134348	135231	135661	134252	134384	134929	135343	135028	136527	135329	136568	134294	136876	135428	134624	134875	136322	135104	135885	135727	136577	134893	135256	135411	135760	136205	137088	136128	134250	135617	136853	136243	136587	136823	134942	134974	135141	134262	135413	135452	134927	134527	134206	136096	136628	136411	135571	136775
1008255245	135004	134999	134571	134911	135015	135136	136500	136523	136173	136466	136448	135808	136293	136918	134540	134745	134384	134929	135343	136078	134997	135109	135698	136611	136549	136171	134256	136892	136666	136262	136736	134698	135329	134431	136671	134505	136822	136371	135709	135759	136082	136641	134206	134322	135028	134263	134734	134827	135272	135896	135714	136113	134967	136700	135851	136005	136595	134936	136423	135987	134125	134303	134701	134721	135050	135646	135936	135945	136496	136131	135380	135231	136642	136628	135262	135279	136527	135628	135661	136680	135715	134380	134799	135010	135958	136235	136777	134453	134792	135258	135667	135832	135091	136593	134288	134587	135216	134583	136343	136581
1008955251	134262	135732	135733	136171	136448	135876	134583	134256	135688	135571	136671	136356	136371	134206	135661	136546	135028	136152	136577	136293	135329	134384	134929	135343	135231	135714	135628	135808	136645	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	136600	136757	136736	136628	136262	136679	136379	136423	134288	134587	134830	136666	136242	137056	136208	134510	135693	134748	135363	136491	134997	135109	135698	134507	135144	136674	134416	134790	134357	134919	136708	136611	135881	136357	134180	135872	135452	136411	134522	134799	135885	136327	136063	136527	135244	134409	136642	136852	136136	136159	134557	136680	136937	136061	135990	139017	135566	135960	136096	136700
1008975243	134631	135851	136005	136595	136549	135489	134380	135727	135176	134288	134587	134252	135571	135759	134431	135808	136223	134262	135028	135819	135329	134568	134616	135853	136173	136466	134774	135981	135709	136333	136104	135977	135390	135844	134328	134993	135183	135391	136587	136152	134415	136444	135933	134540	134627	135606	136099	135775	136886	135661	136193	136262	134206	134938	136036	134765	134510	135693	135534	134709	134967	136227	134634	135413	136527	135885	134893	135256	135411	135760	136205	137088	134527	135705	135647	134502	135941	136322	134314	134620	136940	134803	136183	136546	134532	134523	136669	134917	135714	135583	135681	134133	134367	134384	134929	135343	134799	136939	134633	134974
1009875251	134700	136857	134416	135748	136671	136669	136122	134146	134602	135183	135391	136628	134787	135916	136330	134238	134523	134950	136679	134624	135473	135613	136819	134702	136498	135714	135088	134967	135108	135316	134335	135995	134147	134824	135722	136642	135766	134434	134435	135449	135884	136778	136858	134507	135057	136786	136275	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	134415	136448	135717	134633	136309	135504	136129	136327	134583	134580	135011	135387	136350	136866	136771	136980	136491	134336	135628	135519	135571	136927	135841	135175	136269	136504	136513	136411	135419	134184	134235	134255	134267	134332	134340	134373	134377	134448	134457	134462	134553	134603
1011205251	135530	136674	135358	135650	136450	135671	135718	135977	135028	135689	136527	135127	136246	135759	134812	135553	134510	135693	134995	136322	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	136624	136931	135853	134627	135606	136099	134616	135904	136243	136277	136407	135533	134384	134929	135343	134474	135686	135861	136991	134707	134905	135230	136375	136561	134283	136279	136752	136577	136176	135983	136262	136467	135100	136026	136735	136739	134790	134841	135505	136267	134634	135660	136513	134614	136394	134987	135817	135413	135489	136007	136193	136200	135819	134991	135560	135071	135705	136203	136228	136588	134765	136320	136844	136707	136546	135232	134285	136036	134704
1011355250	134943	134976	135231	134527	136036	136822	135876	134256	136423	136664	136448	135715	134312	134359	134426	134468	134563	134673	134715	134769	134772	134821	134972	135042	135101	135136	135139	135168	135245	135297	135306	135374	135406	135453	135626	135924	135952	136016	136106	136168	136189	136404	136512	136592	136598	136766	136794	136821	136987	136171	136701	134502	134149	134162	134733	134788	135055	135369	136115	136218	137082	135714	136587	136680	135885	134180	135872	135363	136236	136577	135808	134262	135264	134348	135439	134863	135116	134634	136063	136152	136262	136326	136819	136611	136641	136293	134814	135635	135909	135329	136243	134790	134799	135618	135819	135709	135352	136394	135015	135834
1011955248	135660	135181	134201	136736	134402	135130	135319	136424	135036	136545	134726	135855	134764	136469	136002	136751	136521	134133	135429	134214	134756	135070	135414	135415	135527	135908	135973	136270	136659	135745	135244	135868	136124	134505	134509	136061	134222	134695	134990	135985	136410	136330	135743	135169	136819	135714	136925	136171	134633	135231	134635	135807	136533	135863	135808	134276	135539	136104	136137	134180	135872	135742	134351	135628	134523	136122	134311	134973	135484	136613	136327	134714	136532	136236	136436	135907	135881	135556	136225	135965	134605	134952	134367	135705	136347	134381	136298	136193	136645	134458	135663	135887	136377	136285	136448	134124	134783	135028	136101	136893
1012025243	134777	136231	136486	135819	135736	134557	134987	135817	134268	136577	135618	134149	134162	134733	134788	135055	135369	136115	136218	137082	136981	136171	134624	134967	135759	136411	134166	135808	136308	136127	136313	136116	136219	134271	136786	136662	136036	135566	136293	134933	134335	135279	136568	134322	134616	136624	136931	135127	134319	135303	135564	136515	136551	134384	134929	135343	137029	135280	135376	135927	134702	136498	134631	135828	135473	135504	136129	136407	134451	134348	135560	135028	135452	135298	135445	135087	135489	136840	136356	136604	135876	134634	136823	134706	135091	136593	135995	134532	134182	135033	135654	136549	136439	135714	135748	134841	135505	136267	134312	134359
1012185249	135515	134385	134126	135014	136097	136436	136884	136063	134180	135872	136840	134256	136701	135661	135363	136587	136642	134714	136532	136411	134128	134725	134833	135137	135821	136232	136291	135539	136981	134276	135468	135739	136692	135533	136249	135863	136183	134557	134566	135876	134830	134535	136679	135321	134974	134633	136883	136221	135628	136326	136576	135941	135625	136729	136577	137083	136152	136611	135262	135419	134583	134217	136141	135808	136128	136171	135566	135918	136448	136704	135990	135217	135618	136260	136325	134502	134616	136357	135439	136002	136751	135238	134624	135473	136579	136371	134503	136924	134799	135583	135681	134814	136628	135463	137029	135807	136533	134262	136711	134147
1012195247	134727	134909	135268	136712	136293	136576	135003	135091	136593	135071	136309	134987	135817	134933	136326	136707	135146	136230	136715	135293	136465	134557	135217	134130	136796	134445	134582	134607	136924	136053	135280	135376	135927	135504	136129	136529	137083	136033	135789	135876	134824	135995	135947	136786	134631	135828	134936	135625	136729	134149	134162	134733	134788	135055	135369	136115	136218	137082	136066	134841	135505	136267	135502	134781	136417	134451	135715	135232	136127	135618	136674	134916	136562	136981	135264	134907	136060	134459	136625	136219	136154	134790	135761	136679	135636	134179	135393	134566	134706	134500	135893	136376	136852	134182	135033	135654	134521	134748	136259	134390
1012355248	136751	134806	135863	136083	135390	136320	136390	134853	135965	135888	134186	134402	136409	134763	134780	135229	135405	135409	135692	135758	135896	136081	136082	136139	136152	136210	136177	136425	136491	137182	134787	135916	135534	134416	135995	135912	136476	136439	134933	134336	134146	136867	136335	136440	134415	135638	135086	135473	134720	135819	135108	135316	136689	135778	136823	135146	136327	136104	134592	135154	135416	135657	135845	135993	136089	136180	136289	136591	136699	135986	136674	136230	136715	135775	136886	137180	136206	134176	136577	135641	135361	135088	134522	136228	136588	136026	136735	136480	135809	136834	134276	135841	134995	134499	136063	135566	134790	134799	136356	135855
1012425251	136104	135303	135752	136073	136071	136983	135915	134727	134199	134601	134641	134687	134795	134915	135220	135442	135493	135540	135762	135790	135925	136328	136329	136589	136718	136749	134422	136202	135749	134222	134695	134990	135985	136410	135739	136692	134218	136702	134830	134714	136532	134700	135334	135244	134311	134973	135484	136613	136122	135362	135836	135730	136599	136701	134539	135542	135471	134635	134416	134691	136528	136304	134180	135872	134588	135577	134127	135089	135972	136294	134143	136513	135656	135988	136579	135363	135967	135901	135744	134758	136553	136912	136924	136984	135777	136402	136448	136758	136574	136898	134285	135446	136149	134951	134824	136141	134147	136819	134436	134702
1012525241	135583	134328	135976	136477	136523	136549	136622	136912	134132	135696	136316	136631	136229	136212	136728	136302	135690	136233	134483	135215	136095	136036	134582	136109	136639	136033	136431	134749	137009	136354	134276	135951	134183	135729	135739	136692	134789	135809	136568	134169	134631	135828	134702	136498	134596	134397	136819	136236	135921	135684	134146	136667	135928	136134	134268	136054	135979	136441	135539	136579	134321	135305	136447	134158	134375	135934	136360	134765	136442	135736	136958	134527	135719	134863	135116	134496	134126	135885	135942	136221	136507	136409	134624	136012	135224	136090	136902	134458	136249	134125	134303	134701	134721	135050	135646	135936	135945	136496	135057	134335
1012535252	134535	134939	135672	135787	136128	136680	134431	136356	135709	134384	134929	135343	136527	136549	135279	136664	135727	134987	135817	136674	135661	135028	134568	135489	135413	135329	134790	134268	136577	134967	136262	134557	136152	136411	135688	135759	135851	136005	136595	134206	135808	134995	135127	135176	136176	135819	135571	134380	136293	136171	134262	134583	134510	135693	135280	135376	135927	135504	136129	134502	136624	136931	136666	134875	134942	134720	136840	135439	136823	136679	136641	134319	135303	135564	136515	136551	135533	134522	135534	134166	135876	137056	134748	134149	134162	134733	134788	135055	135369	136115	136218	137082	135736	135977	134328	134993	136587	135941	134288	134587
1012695292	136618	134285	134409	136592	136293	135091	136593	136356	134256	136262	134555	136455	136680	135709	135819	136230	136715	135876	136674	135661	136937	135885	134799	136679	134395	134522	135750	136489	136288	134384	134929	135343	134205	135481	136918	136036	135231	136423	135583	135681	135566	134250	135617	136853	134322	134348	135363	135628	134176	134431	135028	134748	136171	136865	136346	136096	135315	136169	136803	135808	136183	135298	135445	136664	135846	136275	134288	134587	136448	136883	136611	134328	134993	135329	135688	135104	136439	134933	136546	134415	135439	134392	135574	135905	136634	134616	134617	134790	135918	136751	135882	136216	136600	136757	135638	136045	134634	135429	134502	136549
1013775249	135516	136927	135091	136903	134390	135708	135751	135802	136102	136213	136389	136611	134256	136183	134725	136249	136063	136448	135661	136171	134748	136642	136423	134180	135872	134566	135583	135681	135918	135468	136371	135808	135363	136701	135144	136669	136819	136090	136439	135262	135430	134250	135617	136853	134535	136600	136757	136577	134830	136128	135566	136379	134720	134276	136465	136883	134409	134182	135654	135088	136456	134595	135990	136736	136109	136191	134288	134587	135876	134616	135731	136822	134296	134507	135863	134827	134623	135893	134240	136208	134573	136823	135534	134502	135988	135213	135472	134634	136531	134814	135986	135777	136689	134416	136012	135321	134981	134328	134993	136645
1014695258	134721	136227	135933	134568	135913	136473	135216	135489	135727	136223	135759	135018	135176	135775	136886	135456	135986	136832	136137	136480	134262	135315	135770	136169	136530	136803	134252	136045	136116	134532	136206	136335	134368	134763	135854	136125	135183	135391	134314	134620	136439	134967	136939	136104	134540	134938	135556	135684	136316	135647	135778	134576	134996	136140	136499	136346	134930	134415	134739	135685	135788	135868	135141	136083	134319	135303	135564	136515	136551	134338	135390	135844	135566	134336	134893	135256	135411	135760	136205	137088	134917	136775	136940	135745	136627	134380	134709	136840	135475	136883	136407	136193	134789	135921	136876	136787	135977	135284	135713	135894
1014835252	135445	135688	135788	136491	136523	135628	136149	136618	136679	134453	134792	135258	135667	135832	136780	136141	136330	134633	135869	134367	136166	134887	136160	134697	136196	134830	134855	135897	135509	135675	135901	136599	135046	135655	136500	134223	134694	134700	136078	135419	134816	136002	136751	134206	134909	135999	135204	136704	135378	135649	136884	134815	136815	135471	136842	134916	135767	136645	136925	136714	135960	134311	134973	135484	136613	136854	135238	136927	135560	134250	135617	136853	134862	135807	136533	134764	134726	136912	136208	136007	135976	135183	135391	134573	134503	136654	134617	136802	136671	134799	136622	136651	135692	136210	134607	136170	136247	135717	134997	135109
1015145253	134488	136505	135709	136680	134431	135661	136664	134698	136587	136411	136711	136171	136152	135885	135808	136527	136823	135688	134392	135574	135905	136634	134510	135693	135876	135428	136262	134262	134568	135091	136593	134623	134384	134929	135343	136293	135840	135851	136005	136595	136096	134790	135329	135736	135231	135439	136883	134615	136637	134256	134863	135116	134312	134359	134426	134468	134563	134673	134715	134769	134772	134821	134972	135042	135101	135136	135139	135168	135245	135297	135306	135374	135406	135453	135626	135924	135952	136016	136106	136168	136189	136404	136512	136592	136598	136766	136794	136821	136987	135413	135759	134288	134587	136577	135489	136611	135028	136012	136549	135315
1015205292	134453	134397	135766	136188	135087	134285	136513	134127	135089	135972	136294	135705	136327	134415	134458	136313	136391	136783	134268	135647	136277	134616	134166	135768	136387	136995	134967	135183	135391	134787	135916	134179	135393	135813	135870	135895	136057	136064	136100	136192	136355	136633	136888	137182	134580	135011	135387	136350	136866	136988	135216	136214	136439	135127	135519	135380	137180	134946	134710	134765	135778	134183	135729	135057	134540	135995	136627	136835	136007	136563	136033	136122	135172	136890	135557	135862	136096	134532	136834	134582	134627	135606	136099	136228	136588	136579	136892	134206	134807	135793	136067	137028	136360	134283	136279	136752	135789	136022	136507	135318
1015985248	136217	134766	134320	134488	134915	134849	135258	135272	135411	135473	135543	135556	135649	135654	135761	135843	135986	136046	136384	136442	136480	136624	136883	136907	136527	136641	136147	136131	136158	136664	134848	136114	136577	136433	134831	136117	135806	134277	136171	134623	136022	135707	135765	135231	134261	134139	136823	134748	136379	136918	134616	136423	135666	134768	134322	136308	134697	135987	136611	135840	134510	135693	135409	134469	136671	134812	135553	136124	136666	135209	135141	134965	136657	136036	137029	136810	136680	135381	136411	134149	134162	134733	134788	135055	135369	136115	136218	137082	139017	135428	134500	136322	135876	135661	134841	135505	136267	134790	136800	134942
1016095243	136712	136819	136242	134962	134606	134390	134123	134262	134231	134332	134360	134597	134626	134734	134831	134973	134909	134963	135086	135173	135226	135357	135405	135467	135733	135930	135868	135949	136081	136082	136090	136233	136252	136353	136414	136556	136711	136737	136893	135641	135885	134848	134632	136147	136079	136184	134748	134605	135876	136423	136114	134863	135116	136246	136671	134907	136060	137009	136409	134862	135719	137083	134256	135673	136800	135947	136346	134944	134555	136455	134417	136308	136903	134500	136390	135231	134312	134359	134426	134468	134563	134673	134715	134769	134772	134821	134972	135042	135101	135136	135139	135168	135245	135297	135306	135374	135406	135453	135626	135924
1016755288	136751	134806	135863	136083	135390	136320	136390	134853	135888	134186	134191	134402	136409	134763	134780	135229	135405	135692	135758	135896	136081	136082	136139	136152	136210	136177	136425	136489	136560	136689	137182	134414	135969	136288	135846	136214	135571	136208	134150	135565	134357	134919	136708	136242	136937	134323	134206	136037	136003	136552	135965	134205	136357	136580	136191	134558	134677	135718	135175	136269	136504	135413	135766	137056	136491	135970	136380	134133	135483	135830	136472	136820	135648	135756	136381	134342	136216	135481	134708	136388	134404	134176	134409	134709	134336	135183	135391	134322	135743	135471	134615	136637	134624	135688	136078	136546	136387	136995	136206	134568
1016965245	136751	134806	135863	136083	135390	136320	136390	134853	135965	134186	134402	136409	134763	134780	135006	135229	135405	135692	135758	135896	136081	136082	136139	136210	136177	136425	136491	136689	137182	135888	134863	135116	134967	135893	136376	136883	136063	135127	137029	135941	135315	135770	136169	136530	136803	134540	135789	134787	135916	134557	135473	135748	136840	135560	136411	134790	136587	135566	134799	134631	135828	134262	136576	135876	135745	136346	134995	135808	136604	135947	135977	134276	135995	134974	136260	136325	135280	135376	135927	136704	135504	136129	134415	134987	135817	136642	134180	135872	134503	136480	134451	136152	136625	136022	135439	135217	136176	134582	136137	136206
1017085250	135644	136834	134129	134550	135755	134212	134292	136451	136243	136566	134315	135024	136264	136303	136363	136908	135641	136503	134947	136780	134746	135703	135819	135405	134622	134853	136039	136139	134615	136637	135001	135172	134762	136048	136252	136353	136384	136556	134777	135344	135906	135743	136721	136645	134627	135606	136099	134285	134348	136061	134731	136096	135705	135360	136798	135318	135671	135674	135716	136428	136867	135106	136890	134757	136031	136513	134943	135169	134678	136936	134866	136671	135560	135768	135722	134602	135322	136083	135868	136277	135750	136489	136082	135814	134616	136059	136689	136712	135087	134134	135452	136242	134710	136479	135795	136651	135141	134232	134259	134286
1017115253	135489	136096	135315	136169	136803	135583	135681	136587	135566	136183	135556	135814	135750	136489	136883	135321	135439	134262	136346	135456	134328	134993	136611	135705	134616	136918	136191	134995	135727	135775	136886	135933	134150	135565	135942	136527	136116	134175	136240	134415	135709	134936	135224	136937	134409	136401	136656	136791	136823	135395	134317	135430	134392	135574	135905	136634	135429	134240	134250	135617	136853	136176	134176	136316	136631	135808	134276	136322	135745	135846	136568	134318	136506	134893	135256	135411	135760	136205	137088	134322	135176	135713	135894	136208	135893	135768	134323	136173	136466	135216	136109	135819	134927	135986	134803	134348	134338	134368	134763	135854
